annee_scolaire,diplome,libelle_diplome,code_niveau,type_diplome,code_groupe_specialite,libelle_specialite,libelle_specialite_com,id_og,libelle_og,id_etab,nom_complet_cfa,numero_section,duree_formation_mois,annee_formation,id_siteformation,code_uai_site,libelle_lien_cfa,nom_site_formation,adresse1_site,adresse2_site,adresse3_site,code_commune_site_insee,code_postal_site,libelle_ville_site,num_section,age_jeune_decembre,handicap_oui_non_vide,code_sexe,sexe,code_qualite,libelle_qualite,code_nationalite,libelle_nationalite,code_pcs,libelle_pcs_parent,code_statut_jeune,libelle_statut_jeune,code_origine_prec_cfa,libelle_origine_prec_cfa,code_origine_annee_prec,libelle_origine_annee_prec,code_depart_jeune_insee,code_commune_jeune_insee,code_postal_jeune,libelle_ville_jeune,code_naf_entreprise,depart_entreprise,code_insee_entreprise,code_uai_etab_annee_prec,ref_og,ref_etab,ref_formation,ref_diplome,ref_entreprise,ref_jeune
9/10/2024,50022132,Boulanger (CAP),5,CAP,221,"Agro-alimentaire, alimentation, cuisine","Agro-alimentaire, alimentation, cuisine",205,Association Faculte des Metiers de l'Essonne,361,CFA de la Faculté des Métiers de l'Essonne,5,24,1,2020,0912267V,Local du CFA,CFA FDME - Site d'EVRY,3 Chemin de la Grange Feu Louis,,,91228,91000,EVRY,5,16,,M,Masculin,E,Externe,1,France,47,Technicien,A,Contrat d'apprentissage,15,4EME GENERALE (en collège),13,CPA OU CLIPA DE CFA,91,91648,91810,VERT-LE-GRAND,1071C,91.0,91648.0,0910846A,c035bbbb-82da-45f9-a040-c50bf593ecfa,19cfc976-f0ef-405c-8e31-94ffe3fe8d70,2f6e78f5-b2f5-4230-964a-b50820126277,3ffa71f6-cb6a-4df3-9ee2-c0dd7661ac2a,0c255475-5038-4107-bc8d-6cdb81911890,766dfbb5-cf4d-4845-9b8a-1c68bb461b54
9/10/2024,50022332,Doreur à la feuille ornemaniste (CAP),5,CAP,223,"Métallurgie (y compris sidérurgie, fonderie, non ferreux ...)",Métallurgie et métaux précieux,91,Chambre d'apprentissage des industries de l'ameublement,129,Ecole d'ameublement de PARIS,7,36,2,228,0751452W,Local du CFA,CFA Ecole d'ameublement de PARIS,200 bis boulevard Voltaire,,,75111,75011,PARIS,7,23,O,F,Féminin,E,Externe,2,Communauté Européenne,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,69,AUTRE SCOLARITE SUPERIEURE,73,1ERE ANNEE CAP OU AUTRE DIPLOME DE NIVEAU V (STATUT APPRENTISSAGE),75,75106,75006,PARIS,3109B,75.0,75106.0,0751452W,0b25196e-b063-4aca-b2be-7e5698a21006,817fe057-0966-41fb-a9df-b626768818da,b7fa4a62-27dc-417f-8e96-b6a3d12b45d0,f20766c2-86ca-4982-873c-a7a2903033ba,4e8a95eb-8e2d-4ef6-8f90-f45388ea9754,04687a1b-9800-4a67-b7af-0290b0a19dcd
9/10/2024,50022131,Cuisine (CAP),5,CAP,221,"Agro-alimentaire, alimentation, cuisine","Agro-alimentaire, alimentation, cuisine",64,College Public Francois Rabelais,95,CFA François Rabelais,6,24,1,149,0941610P,Local du CFA,CFA Collège Francois-Rabelais,6 rue Pierre et Marie Curie,,,94081,94400,VITRY-SUR-SEINE,6,15,,M,Masculin,E,Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,999,INCONNUE,999,INCONNUE,94,94041,94200,IVRY-SUR-SEINE,5610A,75.0,75112.0,94,8b9779cc-e49a-439b-bf15-c4321ca6711b,03f86585-246f-4863-986e-457d489fea7a,2aea3c11-ffa2-4830-bf12-482d64cfaa0e,38c7fbed-89eb-49d4-978a-fe8d77355a20,7afc8820-7a01-4671-9e48-c647e66254e9,95ba57d5-9f4c-4d22-8cde-8ab01550f2ce
9/10/2024,50031215,Employé de vente spécialisé option A : produits alimentaires (CAP),5,CAP,312,"Commerce, vente","Commerce, vente",99,Association de Formation Interprofessionnelle de Poissy et Environs,138,CFA Vente et Commerce - AFIPE,11,24,1,275,0782092A,Local du CFA,CFA Vente et Commerce,7 bis enclos de l'Abbaye,,,78498,78300,POISSY,11,17,,M,Masculin,E,Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,73,1ERE ANNEE CAP OU AUTRE DIPLOME DE NIVEAU V (STATUT APPRENTISSAGE),73,1ERE ANNEE CAP OU AUTRE DIPLOME DE NIVEAU V (STATUT APPRENTISSAGE),78,78586,78500,SARTROUVILLE,4721Z,78.0,78358.0,993,dac10b1c-c13a-49b6-adf8-3b5ab2808b42,c7479a21-d7b6-4922-ac52-2adb17dd727a,14548d6b-ec6d-4952-a843-114f37f2a2f7,7cb10108-2447-4a8b-bce6-fb1831698a30,03e2f102-83a9-4466-835a-707a040dc784,f4b991fa-9237-4341-8e78-80fed9052178
9/10/2024,40031104,Logistique (BAC PRO),4,BAC PRO,311,"Transport, manutention, magasinage","Transport, logistique",106,Association pour la Promotion Sociale et la Formation Professionnelle dans les Transports et Activités Auxiliaires,145,CFA PROMOTRANS Île-de-France,6,24,2,287,0951684P,Local du CFA,CFA PROMOTRANS,La Patte d'Oie,RN 17,,95277,95500,GONESSE,6,20,,F,Féminin,E,Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,111,EMPLOI (Y COMPRIS CES),89,1ERE ANNEE BAC PRO OU BT (STATUT APPRENTISSAGE),95,95277,95500,GONESSE,0240Z,95.0,95277.0,0951684P,ac51c0da-bdaf-42d3-9d43-15db2b715c95,87363796-5cc7-4aed-b467-07c2812427c4,66c565dd-98aa-4ba6-abee-2af4b1251591,dfefb3eb-5e13-44a6-a893-dea32e9e90c4,543c60e2-ba6c-4bf9-b51b-aca099abfefc,6dad8efd-29b5-4a63-b475-0443b6cce19c
9/10/2024,45033605,Coiffure option : styliste visagiste (BP),4,BP,336,"Coiffure, esthétique, et autres spécialités des services aux personnes","Coiffure, esthétique",131,Chambre de Métiers et de l'Artisanat du Val d'Oise,123,CFA de la Chambre de Métiers et Artisanat du Val d'Oise,33,24,2,221,0951963T,Local du CFA,CFA CMA 95 - IMA Eaubonne,18 rue des Bouquinvilles,,,95203,95600,EAUBONNE,33,20,,F,Féminin,E,Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,47,SECONDE GENERALE OU TECHNOLOGIQUE (en lycée),85,1ERE ANNEE BP OU BM (STATUT APPRENTISSAGE),95,95500,95300,PONTOISE,9602A,95.0,95000.0,0951963T,81fd1be5-4fe9-4ab2-ac5a-3579068952a2,ca7e49b5-9ab8-4aae-8667-ab5befc9e53d,5836f71d-f88a-4a3b-bd25-1e8e6988b56b,656d69dc-1566-492e-b45f-f5da7a983bd4,e7635188-ee22-4b8e-b33e-b1775cf36c86,5e0db86a-1ca7-4cdc-95e5-a6e6833ef9e4
9/10/2024,50033105,Prothésiste dentaire (CAP),5,CAP,331,Santé,"Santé, sanitaire et social",138,Chambre de Métiers et de l'Artisanat des Yvelines,126,CFA de la Chambre de Métiers et de l'Artisanat des Yvelines,17,36,3,223,0780424M,Local du CFA,CFA de la CMA du 78,17 avenue du Général Mangin,,,78646,78000,VERSAILLES,17,18,,M,Masculin,E,Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,23,3EME GENERALE (en collège),75,2EME ANNEE CAP OU AUTRE DIPLOME DE NIVEAU V (STATUT APPRENTISSAGE),92,92002,92160,ANTONY,3250A,75.0,75114.0,0780424M,c88df817-b96a-42ed-ae50-e61cf6ab502e,2400966a-87bb-4f4a-ba28-4b82160a254e,2af75467-e2f6-4903-81c9-d5ac3736bb97,d3334986-336f-4b2e-989a-9baa7355c0e4,853dc6d9-e138-4b73-bc8f-23bdc1f4f678,ebdecbce-8a1f-4c2d-86e4-c00a3207165e
9/10/2024,50022136,Pâtissier (CAP),5,CAP,221,"Agro-alimentaire, alimentation, cuisine","Agro-alimentaire, alimentation, cuisine",205,Association Faculte des Metiers de l'Essonne,361,CFA de la Faculté des Métiers de l'Essonne,104,12,1,2020,0912267V,Local du CFA,CFA FDME - Site d'EVRY,3 Chemin de la Grange Feu Louis,,,91228,91000,EVRY,104,19,,M,Masculin,E,Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,49,1ERE GENERALE OU TECHNOLOGIQUE (en lycée),75,2EME ANNEE CAP OU AUTRE DIPLOME DE NIVEAU V (STATUT APPRENTISSAGE),91,91174,91100,CORBEIL-ESSONNE,5621Z,91.0,91174.0,0910846A,72ae98e6-2130-4b8b-9b8d-14a6bf85ffdf,49d22969-afc5-43f6-8340-fded96bd25e3,b33d17ce-7f2f-444a-b4f1-56fd410d4f92,3621a5aa-e5f6-4d1d-bf4f-7a8b88190039,e465901b-7285-403b-a721-a68123f5e11a,60a258c6-6d5a-47f6-8804-a1e01f17389c
9/10/2024,40025506,Electrotechnique énergie équipements communicants (BAC PRO),4,BAC PRO,255,"Electricité, électronique (non compris automatismes, productique)","Électricité, électronique",205,Association Faculte des Metiers de l'Essonne,361,CFA de la Faculté des Métiers de l'Essonne,108,36,1,2020,0912267V,Local du CFA,CFA FDME - Site d'EVRY,3 Chemin de la Grange Feu Louis,,,91228,91000,EVRY,108,19,,M,Masculin,E,Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,45,TERMINALE PROFESSIONNELLE (2EME ANNEE BAC PRO OU BT) (en lycée),45,TERMINALE PROFESSIONNELLE (2EME ANNEE BAC PRO OU BT) (en lycée),91,91617,91250,TIGERY,4321A,91.0,91174.0,91,2114fdc9-308f-43f8-8aa5-32a8793a1ee8,04547b3b-4ac4-4955-a11a-e5d087de1a48,ad2f0bb6-057c-4b61-9e42-d38eedbe88b6,99fc3486-63a0-4676-ac61-9694f365e32b,df37fd26-259e-4478-b952-6567b7b92574,53a9739c-2290-4330-adab-138775e07391
9/10/2024,32031406,Comptabilité et gestion des organisations (BTS),3,BTS,314,"Comptabilité, gestion","Comptabilité, gestion",81,Association des Comptables Enseignement,116,CFA pour l'expertise-comptable - ACE,3,24,1,209,0754674Y,Local du CFA,CFA Expertise Comptable,58 rue du Professeur Gosset,,,75118,75018,PARIS,3,21,,F,Féminin,E,Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,45,TERMINALE PROFESSIONNELLE (2EME ANNEE BAC PRO OU BT) (en lycée),45,TERMINALE PROFESSIONNELLE (2EME ANNEE BAC PRO OU BT) (en lycée),93,93053,93130,NOISY-LE-SEC,4531Z,93.0,93070.0,93,93f36459-b47a-4630-8181-e468c45c0d8a,319e41a9-63bf-432f-aa32-9dc4d963839a,44e819a3-313e-4472-a139-47328ac7095f,02a2dfa2-d897-45e7-98ec-a0a094b32034,c46119d2-faf2-4021-9409-739ca252eab4,3d6b7bb9-da10-4b3e-9826-017efe16afc9
9/10/2024,56033103,Auxiliaire de puériculture (DIPLOME ETAT Niveau V),5,DIV-5,331,Santé,"Santé, sanitaire et social",215,Institut National de Formation et d'Application (INFA),365,CFA de l'Institut National de Formation et d'Application,2,19,2,1554,0942217Z,Local du CFA,CFA  INFA,5 - 9 rue Anquetil,,,94052,94130,NOGENT-SUR-MARNE,2,21,N,F,Féminin,E,Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,113,CHOMAGE,73,1ERE ANNEE CAP OU AUTRE DIPLOME DE NIVEAU V (STATUT APPRENTISSAGE),94,94067,94160,SAINT-MANDE,8411Z,94.0,94067.0,94,39419f8f-7ff9-4a9e-859e-68d589124b46,a860d82f-6744-44a3-a70a-21eebfdecec9,6ac80e28-cd63-442c-a2e1-b237d90656e6,91873340-591c-465c-8441-8bde8759afa0,e16104c5-250a-4873-8f2a-a902ebe652f6,4d75bb6f-6e80-46b0-acaf-1dd8b1f42679
9/10/2024,32031209,Management des unités commerciales (BTS),3,BTS,312,"Commerce, vente","Commerce, vente",63,Chambre de Commerce et d'Industrie de Paris,368,CFA CCIP - NOVANCIA,19,24,2,1616,0755344B,Annexe du CFA,Site de Formation - NEGOCIA,8 avenue de la Porte de Champerret,,,75101,75017,PARIS,19,20,N,M,Masculin,D,Demi-pensionnaire,1,France,76,Retraite employé et ouvrier,A,Contrat d'apprentissage,53,TERMINALE TECHNOLOGIQUE (en lycée),93,1ERE ANNEE BTS (STATUT APPRENTISSAGE),92,92025,92700,COLOMBES,4540Z,92.0,92012.0,75,f74f8e96-4efc-4611-8449-869f1ee77dc0,e9cd0dc9-6ead-49fc-97b6-b02566fc5740,aa873982-2ed4-4043-b93a-df4c4a207992,085625a8-9647-4ef4-8da0-cb37e34e3607,7c0c016f-6900-4b29-97ed-e8ab098cc45e,acb6633d-180c-48b0-884e-e378e8dd8ea4
9/10/2024,35031201,Techniques de commercialisation (DUT),3,DUT,312,"Commerce, vente","Commerce, vente",118,Association pour le Développement de la Formation Supérieure par Alternance,157,CFA Descartes de Marne la Vallée,97,24,1,1057,0772468P,Local du CFA,CFA Descartes de Marne la Vallée,4 - 6 allée Kepler -,Parc de la Haute Maison,,77083,77420,CHAMPS-SUR-MARNE,97,18,,M,Masculin,E,Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,51,TERMINALE GENERALE (en lycée),51,TERMINALE GENERALE (en lycée),77,77132,77450,COUPVRAY,6110Z,75.0,75117.0,77,92e4bb5d-cf10-448f-8a33-97aa7740c550,e576ebb4-1732-4cdf-8f01-03c1c59cc332,024bc769-e7bc-4784-a8ca-d95fc445beb3,e2bc8bba-3e2a-4720-8627-fdc88008954b,56227eb6-f456-4e8b-be7d-6b3b4339bf92,efe74a8e-e923-46ba-a91f-f05c341d97c2
9/10/2024,17025112,"Ingénieur diplôme de l'école nationale supérieure du pétrole et des moteurs, spécialité moteurs à combustion interne (ENSPMR)",1,ING,251,"Mécanique générale et de précision, usinage","Mécanique générale et de précision, usinage",85,Association pour la Formation dans l'Industrie - AFI,120,CFA Energie - Motorisations,6,16,1,216,0922387V,Convention L6231-3,Ecole Nationale Supérieure du Pétrole et des Moteurs,228-232 avenue Napoléon Bonaparte,,,92063,92852,RUEIL-MALMAISON,6,23,,M,Masculin,D,Demi-pensionnaire,1,France,47,Technicien,A,Contrat d'apprentissage,69,AUTRE SCOLARITE SUPERIEURE,69,AUTRE SCOLARITE SUPERIEURE,57,57716,57640,VIGY,7112B,92.0,92063.0,57,81fe3503-63ab-4ff3-ae65-f28b90716d8d,4aa9285b-d054-4826-b42b-65b0d2d377ba,376b44dc-ee5a-4de2-9804-fa16328f7915,92ff6f6e-34fe-4574-bae9-abbd51d20ce9,4e130b04-947c-43da-8b27-dc261c8e6bc3,32428a7c-263a-4cac-954b-5ceeb9a68d10
9/10/2024,32031210,Négociation et relation client (BTS),3,BTS,312,"Commerce, vente","Commerce, vente",205,Association Faculte des Metiers de l'Essonne,361,CFA de la Faculté des Métiers de l'Essonne,78,24,1,2020,0912267V,Local du CFA,CFA FDME - Site d'EVRY,3 Chemin de la Grange Feu Louis,,,91228,91000,EVRY,78,22,,F,Féminin,D,Demi-pensionnaire,1,France,21,Artisan,A,Contrat d'apprentissage,67,1ER CYCLE UNIVERSITAIRE (DEUG...),67,1ER CYCLE UNIVERSITAIRE (DEUG...),91,91657,91270,VIGNEUX-SUR-SEINE,1812Z,91.0,91105.0,92,0a5b81e6-c025-48f9-8675-abfc657b9f0a,795c1202-430d-4fb3-9706-fad85ed54267,78b9ff32-840c-4702-9aa9-5461cbde4234,4b5bb8a8-b724-457d-8f67-dc53a615b633,a90896eb-f6c0-432a-97c4-0717190692ec,fba37c1f-f1d0-4379-a9d4-997e634a0f1b
9/10/2024,40031104,Logistique (BAC PRO),4,BAC PRO,311,"Transport, manutention, magasinage","Transport, logistique",122,I.F.T.I.M. Collectivités,161,CFA des métiers de la logistique-IFTIM,5,24,2,332,0941728T,Local du CFA,CFA des Métiers de la Logistique,11 place d'Aquitaine,,,94065,94150,RUNGIS,5,18,,M,Masculin,E,Externe,1,France,61,Ouvrier qualifié,A,Contrat d'apprentissage,39,TERMINALE DE BEP OU 2EME ANNEE CAP EN 2 ANS (en lycée),89,1ERE ANNEE BAC PRO OU BT (STATUT APPRENTISSAGE),91,91457,91290,LA NORVILLE,4673B,91.0,91103.0,0941728T,7b4cfe33-2c3a-4cc8-8d7d-ebb276106345,8ca7bb3e-1fdd-4fa5-af3a-af3049849a1c,ccb41614-2d7e-4bd4-93ee-3de3abe30076,9a4458d4-0703-4e9c-934f-2d32658798a2,844c15ec-74b7-4fd4-9e47-890176c731c1,88ab1c3a-2ec9-4965-b184-1120dea29c28
9/10/2024,13532501,"Sciences humaines et sociales : information et communication spé patrimoine immatériel et information scientifique, technique et économique (Master Marne La Vallée)",1,MASTER PRO,325,"Documentation, bibliothèques, administration des données","Informatique, réseaux",101,Association pour la Formation des Informaticiens par l'Apprentissage,140,CFA AFIA,64,12,1,2025,0753364Z,Convention L6231-3,Université Paris I - Panthéon Sorbonne,21 rue Broca,,,75105,75005,PARIS,64,30,,M,Masculin,E,Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,65,2EME ANNEE IUT,107,APPRENTISSAGE BAC+4 (STATUT APPRENTISSAGE),93,93066,93200,SAINT-DENIS,8411Z,75.0,75112.0,0751717J,574d82dd-2e08-44bb-a5fa-932f0b8b5d43,dbb351c6-6a08-4a08-852e-c4f0e99af187,76362c39-aae9-49ca-9ec8-c1db6fabb072,073d9ad1-951c-4c2f-8ed9-cca0f2177bf1,416b2c13-7fd7-41e5-a44d-ab939ac12296,692650c1-051c-46c7-8170-bf70a603b802
9/10/2024,40031202,Commerce (BAC PRO),4,BAC PRO,312,"Commerce, vente","Commerce, vente",102,Centre Interprofessionnel de Formation des Commerces de l'Alimentation,141,CFA des Commerces de l'Alimentation - CIFCA,3,24,1,281,0752068R,Local du CFA,CFA des Commerces de l'Alimentation,14 rue des Fillettes,,,75118,75018,PARIS,3,21,,M,Masculin,E,Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,117,AUTRE,117,AUTRE,93,93059,93380,PIERREFITTE-SUR-SEINE,4711E,94.0,94003.0,93,2f6765a6-2889-46f3-b8cf-ef760a718cd2,907becd0-1cb1-42bd-98c0-67809f8754cf,657e973a-d7e6-4cdc-a134-82e11a11e1bd,de32c493-1358-4532-9d8d-b1c751cc8438,1de7ec74-1a80-474f-bdd6-8bc1935a4cf5,b5c9443b-539a-443d-a460-48e08e8b99fe
9/10/2024,45033607,Esthétique cosmétique parfumerie (BP),4,BP,336,"Coiffure, esthétique, et autres spécialités des services aux personnes","Coiffure, esthétique",60,Institut de Formation et de Perfectionnement aux Métiers,83,CFA de l'Institut de Formation et de Perfectionnement aux Métiers,6,24,2,133,0922275Y,Local du CFA,CFA IFPM,4 boulevard du Levant,,,92050,92000,NANTERRE,6,20,O,F,Féminin,E,Externe,3,Autre,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,117,AUTRE,85,1ERE ANNEE BP OU BM (STATUT APPRENTISSAGE),78,78311,78800,HOUILLES,9602B,92.0,92073.0,0922275Y,ea8ddf8d-4053-4c69-8230-3695975c9a66,54e834f7-8428-454f-b080-4f34a16a12b8,3237425a-1924-47cd-9593-018c665fc922,f3be74e4-e2f0-4f15-93b5-2015eb1df58c,bd26b626-d8fc-4d85-b1f1-bac050e7d234,627891c0-07c9-4ca2-bfd1-2e59cb9abb87
9/10/2024,45033607,Esthétique cosmétique parfumerie (BP),4,BP,336,"Coiffure, esthétique, et autres spécialités des services aux personnes","Coiffure, esthétique",60,Institut de Formation et de Perfectionnement aux Métiers,83,CFA de l'Institut de Formation et de Perfectionnement aux Métiers,6,24,2,133,0922275Y,Local du CFA,CFA IFPM,4 boulevard du Levant,,,92050,92000,NANTERRE,6,23,O,F,Féminin,D,Demi-pensionnaire,3,Autre,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,117,AUTRE,85,1ERE ANNEE BP OU BM (STATUT APPRENTISSAGE),91,91411,91470,LES MOLIERES,9602B,91.0,91665.0,0922275Y,4a8b3a18-cbfa-4917-af42-de8236b73404,8f4e2c14-5fc2-4bf0-af89-064f90123061,24b4db52-0a6e-4b5e-8807-08a9b084a139,f0c9f18b-480f-434c-a6ee-f571f6951852,2c65f655-1320-445a-8267-ac71cc0c130e,dce34d64-afee-41df-b017-d1dd1c898909
9/10/2024,26031403,Comptabilité et gestion ( DCG),2,DIV-2,314,"Comptabilité, gestion","Comptabilité, gestion",81,Association des Comptables Enseignement,116,CFA pour l'expertise-comptable - ACE,23,36,2,209,0754674Y,Local du CFA,CFA Expertise Comptable,58 rue du Professeur Gosset,,,75118,75018,PARIS,23,23,,F,Féminin,E,Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,45,TERMINALE PROFESSIONNELLE (2EME ANNEE BAC PRO OU BT) (en lycée),109,CONTRAT DE PROFESSIONNALISATION,75,75120,75020,PARIS,5814Z,75.0,75110.0,0754674Y,51fcbf6a-741d-49a9-ba2b-06b24a458c07,a88732e4-c7c4-41a7-9eb5-8e6e91ede50d,127aeb9e-3119-4892-97ef-918157a7ab82,2fc01003-13f4-4e5b-ac07-6d7c79048fe9,76744e4e-b075-46de-817d-7499512e4e8f,0dc7dda5-8a1e-4ce5-8095-92a36997cc7a
9/10/2024,40025301,"Aéronautique option : mécanicien, systèmes-cellule (BAC PRO)",4,BAC PRO,253,Mécanique aéronautique et spatiale,Mécanique aéronautique et spatiale,66,Association pour la Formation aux Métiers de l'Aérien,98,CFA des Métiers de l'Aérien,3,24,1,174,0912127T,Convention L6231-3,CFA des Métiers de l'Aérien,56 rue de Vilgénis,,,91377,91300,MASSY,3,19,,M,Masculin,E,Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,117,AUTRE,117,AUTRE,77,77455,77111,SOIGNOLLES-EN-BRIE,2899B,77.0,77296.0,993,9e773217-d545-498e-8864-407d7093bf57,6a901938-c0ae-4faf-8244-237ee6b765a1,a382b2d4-5dbe-46f0-8d11-544a7b63fc6a,5b186fe0-04d0-4f71-9773-d8655923827a,15f307da-1339-4321-9392-5c77e36915b1,cf256038-43f7-42a9-97b9-c7048976bf32
9/10/2024,50031218,Fleuriste (CAP),5,CAP,312,"Commerce, vente","Commerce, vente",2,Chambre Syndicale des Fleuristes d'Ile de France,2,CFA de l'École des fleuristes de Paris,4,24,1,2,0750738V,Local du CFA,CFA de l'Ecole des Fleuristes de Paris,3 rue Hassard,,,75119,75019,PARIS,4,15,,F,Féminin,E,Externe,1,France,55,Employé de commerce,A,Contrat d'apprentissage,23,3EME GENERALE (en collège),23,3EME GENERALE (en collège),92,92036,92230,GENNEVILLIERS,4776Z,92.0,92024.0,92,13d8d33b-8b9c-448e-9177-b1eff754a351,ec188a18-dbcf-4fb3-9af9-47b5f3715313,54846fa8-8745-4a01-9c56-998f5f4c1f4d,79f12b4b-24c2-48f4-8516-cfd68ed25efc,29e752d4-d866-43e1-ade6-edacac1c6f9b,3b126cfd-51ff-4f5c-83af-cb85dbd28d17
9/10/2024,50022131,Cuisine (CAP),5,CAP,221,"Agro-alimentaire, alimentation, cuisine","Agro-alimentaire, alimentation, cuisine",98,Centre Européen de Formation par Alternance et d'Apprentissage de l'industrie hôtelière et du tourisme,137,CFA CEFAA,8,24,2,274,0932217E,Local du CFA,CFA CEFAA,Avenue Jean Fourgeaud,,,93078,93420,VILLEPINTE,8,16,,M,Masculin,D,Demi-pensionnaire,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,13,CPA OU CLIPA DE CFA,73,1ERE ANNEE CAP OU AUTRE DIPLOME DE NIVEAU V (STATUT APPRENTISSAGE),77,77514,77270,VILLEPARISIS,5510Z,95.0,95527.0,93,2d174722-0bef-44e1-9f02-c6c9f1c4dd33,0d1990d9-dadf-40f6-9066-7a8491159573,76bcb7aa-fa3c-443c-9c42-793f0af3e0f5,51b0acf2-53a3-4df6-8931-21f1d5a138b2,431ba983-ad8f-48ea-bd9e-a1ef3e7ed8a7,4f024825-4d2d-48ca-bd68-e7eab320beb9
9/10/2024,51031205,Vente - action marchande (BEP),5,BEP,312,"Commerce, vente","Commerce, vente",99,Association de Formation Interprofessionnelle de Poissy et Environs,138,CFA Vente et Commerce - AFIPE,4,12,1,275,0782092A,Local du CFA,CFA Vente et Commerce,7 bis enclos de l'Abbaye,,,78498,78300,POISSY,4,18,,M,Masculin,D,Demi-pensionnaire,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,7,SEGPA (6ème a la 3ème) et SES,75,2EME ANNEE CAP OU AUTRE DIPLOME DE NIVEAU V (STATUT APPRENTISSAGE),78,78185,78790,COURGENT,4711F,78.0,78238.0,0782092A,27b515ce-c18d-432a-abd4-cc835d529513,ff4fce54-afc7-4b36-be45-e27d085db79e,28ab9d0b-0a90-4478-a52c-f35066a033ba,2334f6e0-b357-4f76-8b3a-42d8d6210930,a8836fb4-5271-4c61-bff4-5cc2e1592e94,026447cc-51df-40cb-87ad-3994cd10aaa0
9/10/2024,32032207,Communication et industries graphiques option : étude et réalisation de produits imprimes (BTS),3,BTS,322,Techniques de l'imprimerie et de l'édition,"Imprimerie, édition, librairie",63,Chambre de Commerce et d'Industrie de Paris,94,"CFA CCIP - Gobelins, l'école de l'image",23,24,2,702,0931908U,Annexe du CFA,Site Noisy,11 rue du Ballon,,,93051,93160,NOISY-LE-GRAND,23,22,,F,Féminin,D,Demi-pensionnaire,1,France,37,Cadre administratif et commercial d'entreprise,A,Contrat d'apprentissage,23,3EME GENERALE (en collège),93,1ERE ANNEE BTS (STATUT APPRENTISSAGE),93,93051,93160,NOISY-LE-GRAND,1723Z,94.0,94081.0,0931908U,f3a4bf38-a21b-4288-8947-13167c76fd0b,42ae9e07-3f55-40e4-94fa-a4326d8ea0d6,174ebc32-d783-4a77-ac47-940560c5fb48,6e935c6d-b75a-4fd6-9725-3994decfc6df,a9e30a4a-9a88-470d-8bef-8c06b8bfecff,6e572647-8a3b-4325-8bc8-99a748d0ad10
9/10/2024,32025301,Maintenance et exploitation des matériels aéronautiques (BTS),3,BTS,253,Mécanique aéronautique et spatiale,Mécanique aéronautique et spatiale,66,Association pour la Formation aux Métiers de l'Aérien,98,CFA des Métiers de l'Aérien,21,24,2,174,0912127T,Convention L6231-3,CFA des Métiers de l'Aérien,56 rue de Vilgénis,,,91377,91300,MASSY,21,29,,M,Masculin,E,Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,117,AUTRE,93,1ERE ANNEE BTS (STATUT APPRENTISSAGE),77,77495,77240,VERT-SAINT-DENIS,2899B,77.0,77296.0,0912127T,351222c1-832e-4bee-b039-9213e78dde35,dcb6ff29-6d01-4330-b167-780ff155d2b7,513db5fb-9bcd-43ba-b3df-572d0f5d7f5a,51681801-9e3d-4fe6-a25e-2bda19309e14,c9ba8701-f239-4b7b-b855-5b2781271bca,ae5647a0-f4d3-4399-99a4-d43b24adc340
