annee_scolaire,diplome,libelle_diplome,code_niveau,type_diplome,code_groupe_specialite,libelle_specialite,libelle_specialite_com,id_og,libelle_og,id_etab,nom_complet_cfa,numero_section,duree_formation_mois,annee_formation,id_siteformation,code_uai_site,libelle_lien_cfa,nom_site_formation,adresse1_site,adresse2_site,adresse3_site,code_commune_site_insee,code_postal_site,libelle_ville_site,num_section,age_jeune_decembre,handicap_oui_non_vide,code_sexe,sexe,code_qualite,libelle_qualite,code_nationalite,libelle_nationalite,code_pcs,libelle_pcs_parent,code_statut_jeune,libelle_statut_jeune,code_origine_prec_cfa,libelle_origine_prec_cfa,code_origine_annee_prec,libelle_origine_annee_prec,code_depart_jeune_insee,code_commune_jeune_insee,code_postal_jeune,libelle_ville_jeune,code_naf_entreprise,depart_entreprise,code_insee_entreprise,code_uai_etab_annee_prec
9/10/2024,45033603,Coiffure option C : coiffure mixte (BP),4,BP,336,"Coiffure, esthétique, et autres spécialités des services aux personnes","Coiffure, esthétique",138,Chambre de Métiers et de l'Artisanat des Yvelines,126,CFA de la Chambre de Métiers et de l'Artisanat des Yvelines,24,24,2,223,0780424M,Local du CFA,CFA de la CMA du 78,17 avenue du Général Mangin,,,78646,78000,VERSAILLES,24,20,,F,Féminin,E,Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,75,2EME ANNEE CAP OU AUTRE DIPLOME DE NIVEAU V (STATUT APPRENTISSAGE),87,2EME ANNEE BP OU BM (STATUT APPRENTISSAGE),78,78397,78320,LE-MESNIL-SAINT-DENIS,9602A,78,78158,0780424M
9/10/2024,26031403,Comptabilité et gestion ( DCG),2,DIV-2,314,"Comptabilité, gestion","Comptabilité, gestion",81,Association des Comptables Enseignement,116,CFA pour l'expertise-comptable - ACE,23,36,3,209,0754674Y,Local du CFA,CFA Expertise Comptable,58 rue du Professeur Gosset,,,75118,75018,PARIS,23,25,,M,Masculin,E,Externe,1,France,61,Ouvrier qualifié,A,Contrat d'apprentissage,95,2EME ANNEE BTS (STATUT APPRENTISSAGE),105,APPRENTISSAGE BAC+3 (STATUT APPRENTISSAGE),95,95371,95670,MARLY-LA-VILLE,6920Z,75,75110,0754674Y
9/10/2024,45033603,Coiffure option C : coiffure mixte (BP),4,BP,336,"Coiffure, esthétique, et autres spécialités des services aux personnes","Coiffure, esthétique",138,Chambre de Métiers et de l'Artisanat des Yvelines,126,CFA de la Chambre de Métiers et de l'Artisanat des Yvelines,24,24,1,223,0780424M,Local du CFA,CFA de la CMA du 78,17 avenue du Général Mangin,,,78646,78000,VERSAILLES,24,20,,F,Féminin,E,Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,49,1ERE GENERALE OU TECHNOLOGIQUE (en lycée),75,2EME ANNEE CAP OU AUTRE DIPLOME DE NIVEAU V (STATUT APPRENTISSAGE),78,78372,78160,MARLY-LE-ROI,9602A,78,78481,0780424M
9/10/2024,45033104,Préparateur en pharmacie (BP),4,BP,331,Santé,"Santé, sanitaire et social",68,Association des Cours Professionnels et de Perfectionnement pour les Employés et les Préparateurs en Pharmacie,100,CFA de la Pharmacie Paris-Île-de-France,4,24,2,176,0751497V,Local du CFA,CFA de la Pharmacie de Paris,59 rue Planchat,,,75120,75020,PARIS,4,19,,F,Féminin,E,Externe,1,France,54,Employé administratif d'entreprise,A,Contrat d'apprentissage,39,TERMINALE DE BEP OU 2EME ANNEE CAP EN 2 ANS (en lycée),85,1ERE ANNEE BP OU BM (STATUT APPRENTISSAGE),95,95535,95450,SAGY,4773Z,78,78401,0751497V
9/10/2024,40025207,Maintenance des véhicules automobiles option : voitures particulières (BAC PRO),4,BAC PRO,252,Moteurs et mécanique auto,Moteurs et mécanique auto,138,Chambre de Métiers et de l'Artisanat des Yvelines,126,CFA de la Chambre de Métiers et de l'Artisanat des Yvelines,32,24,2,224,0783554P,Annexe du CFA,CFA de la CMA du 78 - Voisins le Bretonneux,156 -158 avenue Joseph Kessel,,,78688,78960,VOISINS-LE-BRETONNEUX,32,21,,M,Masculin,E,Externe,1,France,52,Employé civil - agent service fonction publique,A,Contrat d'apprentissage,15,4EME GENERALE (en collège),89,1ERE ANNEE BAC PRO OU BT (STATUT APPRENTISSAGE),78,78263,78950,GAMBAIS,2910Z,78,78683,0780424M
9/10/2024,45033104,Préparateur en pharmacie (BP),4,BP,331,Santé,"Santé, sanitaire et social",68,Association des Cours Professionnels et de Perfectionnement pour les Employés et les Préparateurs en Pharmacie,100,CFA de la Pharmacie Paris-Île-de-France,5,36,3,176,0751497V,Local du CFA,CFA de la Pharmacie de Paris,59 rue Planchat,,,75120,75020,PARIS,5,20,,M,Masculin,E,Externe,1,France,55,Employé de commerce,A,Contrat d'apprentissage,39,TERMINALE DE BEP OU 2EME ANNEE CAP EN 2 ANS (en lycée),87,2EME ANNEE BP OU BM (STATUT APPRENTISSAGE),94,94019,94430,CHENNEVIERES-SUR-MARNE,4773Z,94,94017,0751497V
9/10/2024,36T3110A,Technicien supérieur en méthodes et exploitation logistique (TP),3,TH3-T,311,"Transport, manutention, magasinage","Transport, logistique",169,Association Gestionnaire du CFA des Métiers de la Logistique et du Transport de Savigny le Temple,282,CFA des Métiers de la Logistique et du Transport,6,24,2,1011,0772587U,Local du CFA,CFA des Métiers de la Logistique et des Transport,Rue du Zinc,Zac de Villebouvet,,77445,77176,SAVIGNY-LE-TEMPLE,6,22,,M,Masculin,E,Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,111,EMPLOI (Y COMPRIS CES),103,APPRENTISSAGE BAC+2 (AUTRE QUE BTS OU DUT) (STATUT APPRENTISSAGE),91,91174,91100,CORBEIL-ESSONNE,3030Z,77,77296,0772587U
9/10/2024,46M33101,Prothésiste dentaire (BTM),4,TH4-M,331,Santé,"Santé, sanitaire et social",138,Chambre de Métiers et de l'Artisanat des Yvelines,126,CFA de la Chambre de Métiers et de l'Artisanat des Yvelines,30,24,2,223,0780424M,Local du CFA,CFA de la CMA du 78,17 avenue du Général Mangin,,,78646,78000,VERSAILLES,30,24,,M,Masculin,E,Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,51,TERMINALE GENERALE (en lycée),85,1ERE ANNEE BP OU BM (STATUT APPRENTISSAGE),91,91386,91540,MENNECY,3250A,91,91027,0780424M
9/10/2024,50033610,Coiffure (CAP),5,CAP,336,"Coiffure, esthétique, et autres spécialités des services aux personnes","Coiffure, esthétique",138,Chambre de Métiers et de l'Artisanat des Yvelines,126,CFA de la Chambre de Métiers et de l'Artisanat des Yvelines,41,24,2,223,0780424M,Local du CFA,CFA de la CMA du 78,17 avenue du Général Mangin,,,78646,78000,VERSAILLES,41,16,,F,Féminin,I,Interne,1,France,61,Ouvrier qualifié,A,Contrat d'apprentissage,23,3EME GENERALE (en collège),73,1ERE ANNEE CAP OU AUTRE DIPLOME DE NIVEAU V (STATUT APPRENTISSAGE),78,78517,78120,RAMBOUILLET,9602A,78,78517,0780424M
9/10/2024,45033104,Préparateur en pharmacie (BP),4,BP,331,Santé,"Santé, sanitaire et social",68,Association des Cours Professionnels et de Perfectionnement pour les Employés et les Préparateurs en Pharmacie,100,CFA de la Pharmacie Paris-Île-de-France,4,24,2,176,0751497V,Local du CFA,CFA de la Pharmacie de Paris,59 rue Planchat,,,75120,75020,PARIS,4,21,,F,Féminin,E,Externe,1,France,61,Ouvrier qualifié,A,Contrat d'apprentissage,67,1ER CYCLE UNIVERSITAIRE (DEUG...),85,1ERE ANNEE BP OU BM (STATUT APPRENTISSAGE),94,94080,94300,VINCENNES,4773Z,94,94080,0751497V
9/10/2024,45033104,Préparateur en pharmacie (BP),4,BP,331,Santé,"Santé, sanitaire et social",68,Association des Cours Professionnels et de Perfectionnement pour les Employés et les Préparateurs en Pharmacie,100,CFA de la Pharmacie Paris-Île-de-France,4,24,2,176,0751497V,Local du CFA,CFA de la Pharmacie de Paris,59 rue Planchat,,,75120,75020,PARIS,4,23,,M,Masculin,E,Externe,1,France,21,Artisan,A,Contrat d'apprentissage,117,AUTRE,85,1ERE ANNEE BP OU BM (STATUT APPRENTISSAGE),94,94028,94000,CRETEIL,4773Z,75,75111,0751497V
9/10/2024,50033611,Esthétique cosmétique parfumerie (CAP),5,CAP,336,"Coiffure, esthétique, et autres spécialités des services aux personnes","Coiffure, esthétique",138,Chambre de Métiers et de l'Artisanat des Yvelines,126,CFA de la Chambre de Métiers et de l'Artisanat des Yvelines,47,24,2,223,0780424M,Local du CFA,CFA de la CMA du 78,17 avenue du Général Mangin,,,78646,78000,VERSAILLES,47,18,,F,Féminin,I,Interne,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,13,CPA OU CLIPA DE CFA,73,1ERE ANNEE CAP OU AUTRE DIPLOME DE NIVEAU V (STATUT APPRENTISSAGE),28,28168,28320,GALLARDON,9602B,28,28191,0780424M
9/10/2024,50022136,Pâtissier (CAP),5,CAP,221,"Agro-alimentaire, alimentation, cuisine","Agro-alimentaire, alimentation, cuisine",138,Chambre de Métiers et de l'Artisanat des Yvelines,126,CFA de la Chambre de Métiers et de l'Artisanat des Yvelines,48,24,1,223,0780424M,Local du CFA,CFA de la CMA du 78,17 avenue du Général Mangin,,,78646,78000,VERSAILLES,48,15,,M,Masculin,E,Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,23,3EME GENERALE (en collège),23,3EME GENERALE (en collège),78,78686,78220,VIROFLAY,1071C,78,78686,78
9/10/2024,50022131,Cuisine (CAP),5,CAP,221,"Agro-alimentaire, alimentation, cuisine","Agro-alimentaire, alimentation, cuisine",200,CHAMBRE DE COMMERCE ET D'INDUSTRIE DE SEINE ET MARNE,340,CFA de la CCI du 77 - UFA École hôteliere de Meaux,3,24,2,2030,0772273C,UFA (L6232-8),UFA Ecole Hôtelière de Meaux,39-41 avenue des Sablons Bouillants,,,77284,77100,MEAUX,3,17,,M,Masculin,E,Externe,1,France,55,Employé de commerce,A,Contrat d'apprentissage,23,3EME GENERALE (en collège),73,1ERE ANNEE CAP OU AUTRE DIPLOME DE NIVEAU V (STATUT APPRENTISSAGE),77,77018,77700,BAILLY-ROMAINVILLIERS,5610A,99,99999,0772273C
9/10/2024,50022131,Cuisine (CAP),5,CAP,221,"Agro-alimentaire, alimentation, cuisine","Agro-alimentaire, alimentation, cuisine",70,"Association Professionnelle des Hôteliers, Restaurateurs et Limonadiers",102,CFA des Métiers de l'Hôtellerie - Méderic,1,24,2,178,0751510J,Local du CFA,CFA des Métiers de l'Hôtellerie,20 rue Médéric,,,75117,75017,PARIS,1,18,N,F,Féminin,E,Externe,1,France,37,Cadre administratif et commercial d'entreprise,A,Contrat d'apprentissage,39,TERMINALE DE BEP OU 2EME ANNEE CAP EN 2 ANS (en lycée),73,1ERE ANNEE CAP OU AUTRE DIPLOME DE NIVEAU V (STATUT APPRENTISSAGE),75,75117,75017,PARIS,5621Z,92,92026,0751510J
9/10/2024,50022131,Cuisine (CAP),5,CAP,221,"Agro-alimentaire, alimentation, cuisine","Agro-alimentaire, alimentation, cuisine",138,Chambre de Métiers et de l'Artisanat des Yvelines,126,CFA de la Chambre de Métiers et de l'Artisanat des Yvelines,21,24,2,223,0780424M,Local du CFA,CFA de la CMA du 78,17 avenue du Général Mangin,,,78646,78000,VERSAILLES,21,17,,F,Féminin,E,Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,19,4EME TECHNOLOGIQUE (en collège),73,1ERE ANNEE CAP OU AUTRE DIPLOME DE NIVEAU V (STATUT APPRENTISSAGE),92,92072,92310,SEVRES,5610A,75,75108,0780424M
9/10/2024,50022136,Pâtissier (CAP),5,CAP,221,"Agro-alimentaire, alimentation, cuisine","Agro-alimentaire, alimentation, cuisine",138,Chambre de Métiers et de l'Artisanat des Yvelines,126,CFA de la Chambre de Métiers et de l'Artisanat des Yvelines,48,24,2,223,0780424M,Local du CFA,CFA de la CMA du 78,17 avenue du Général Mangin,,,78646,78000,VERSAILLES,48,17,,M,Masculin,E,Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,19,4EME TECHNOLOGIQUE (en collège),73,1ERE ANNEE CAP OU AUTRE DIPLOME DE NIVEAU V (STATUT APPRENTISSAGE),78,78486,78610,LE PERRAY-EN-YVELINES,1071D,78,78517,0780424M
9/10/2024,51033403,Métiers de la restauration et de l'hôtellerie (BEP),5,BEP,334,"Accueil, hôtellerie, tourisme","Accueil, hôtellerie, tourisme",70,"Association Professionnelle des Hôteliers, Restaurateurs et Limonadiers",102,CFA des Métiers de l'Hôtellerie - Méderic,11,12,1,178,0751510J,Local du CFA,CFA des Métiers de l'Hôtellerie,20 rue Médéric,,,75117,75017,PARIS,11,18,N,F,Féminin,E,Externe,1,France,43,Profession intermédiaire de la santé du travail social,A,Contrat d'apprentissage,117,AUTRE,117,AUTRE,92,92000,92000,HAUTS DE SEINE  A PRECISER,5610A,75,75117,92
9/10/2024,40025207,Maintenance des véhicules automobiles option : voitures particulières (BAC PRO),4,BAC PRO,252,Moteurs et mécanique auto,Moteurs et mécanique auto,138,Chambre de Métiers et de l'Artisanat des Yvelines,126,CFA de la Chambre de Métiers et de l'Artisanat des Yvelines,32,24,2,224,0783554P,Annexe du CFA,CFA de la CMA du 78 - Voisins le Bretonneux,156 -158 avenue Joseph Kessel,,,78688,78960,VOISINS-LE-BRETONNEUX,32,22,,M,Masculin,E,Externe,1,France,66,Ouvrier non qualifie,A,Contrat d'apprentissage,23,3EME GENERALE (en collège),89,1ERE ANNEE BAC PRO OU BT (STATUT APPRENTISSAGE),92,92023,92140,CLAMART,4511Z,92,92040,0780424M
9/10/2024,45033603,Coiffure option C : coiffure mixte (BP),4,BP,336,"Coiffure, esthétique, et autres spécialités des services aux personnes","Coiffure, esthétique",138,Chambre de Métiers et de l'Artisanat des Yvelines,126,CFA de la Chambre de Métiers et de l'Artisanat des Yvelines,24,24,1,223,0780424M,Local du CFA,CFA de la CMA du 78,17 avenue du Général Mangin,,,78646,78000,VERSAILLES,24,18,,F,Féminin,E,Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,75,2EME ANNEE CAP OU AUTRE DIPLOME DE NIVEAU V (STATUT APPRENTISSAGE),75,2EME ANNEE CAP OU AUTRE DIPLOME DE NIVEAU V (STATUT APPRENTISSAGE),78,78490,78370,PLAISIR,9602A,78,78490,78
9/10/2024,51025203,Maintenance des véhicules et des matériels (BEP),5,BEP,252,Moteurs et mécanique auto,Moteurs et mécanique auto,138,Chambre de Métiers et de l'Artisanat des Yvelines,126,CFA de la Chambre de Métiers et de l'Artisanat des Yvelines,40,24,2,224,0783554P,Annexe du CFA,CFA de la CMA du 78 - Voisins le Bretonneux,156 -158 avenue Joseph Kessel,,,78688,78960,VOISINS-LE-BRETONNEUX,40,17,,M,Masculin,E,Externe,1,France,43,Profession intermédiaire de la santé du travail social,A,Contrat d'apprentissage,15,4EME GENERALE (en collège),79,1ERE ANNEE BEP (STATUT APPRENTISSAGE),78,78517,78120,RAMBOUILLET,4511Z,78,78621,0780424M
9/10/2024,40031202,Commerce (BAC PRO),4,BAC PRO,312,"Commerce, vente","Commerce, vente",68,Association des Cours Professionnels et de Perfectionnement pour les Employés et les Préparateurs en Pharmacie,100,CFA de la Pharmacie Paris-Île-de-France,11,24,1,176,0751497V,Local du CFA,CFA de la Pharmacie de Paris,59 rue Planchat,,,75120,75020,PARIS,11,16,,F,Féminin,E,Externe,1,France,61,Ouvrier qualifié,A,Contrat d'apprentissage,47,SECONDE GENERALE OU TECHNOLOGIQUE (en lycée),47,SECONDE GENERALE OU TECHNOLOGIQUE (en lycée),92,92004,92600,ASNIERES-SUR-SEINE,4773Z,92,92036,0922149L
9/10/2024,32031406,Comptabilité et gestion des organisations (BTS),3,BTS,314,"Comptabilité, gestion","Comptabilité, gestion",175,Ecole Nationale de Commerce BESSIERES,290,CFA public Bessières,4,24,1,1687,0750707L,Local du CFA,Ecole Nationale de Commerce,70 boulevard Bessières,,,75117,75017,PARIS,4,18,,F,Féminin,D,Demi-pensionnaire,1,France,99,Non renseigné (inconnu ou sans objet),X,Contrat en cours d'enregistrement par la DDTE (ou autres services d'enregistrement),53,TERMINALE TECHNOLOGIQUE (en lycée),53,TERMINALE TECHNOLOGIQUE (en lycée),75,75107,75007,PARIS,6920Z,92,92044,75
9/10/2024,17025117,Ingénieur diplôme de l'école polytechnique universitaire pierre et marie curie université Paris VI spécialité génie mécanique,1,ING,251,"Mécanique générale et de précision, usinage","Mécanique générale et de précision, usinage",90,Association de Formation et d'Innovation pour les Métiers de l'Industrie et de la Mécanique - SUP II MECAVENIR,128,CFAI Mécavenir,16,36,2,1276,0922585K,Local du CFA,CFAI MECAVENIR,12 bis rue des Pavillons,,,92062,92800,PUTEAUX,16,22,N,F,Féminin,E,Externe,1,France,38,Ingénieur - cadre technicien d'entreprise,A,Contrat d'apprentissage,99,2EME ANNEE DUT (STATUT APPRENTISSAGE),95,2EME ANNEE BTS (STATUT APPRENTISSAGE),94,94068,94100,SAINT-MAUR-DES-FOSSES,3020Z,93,93070,0922585K
9/10/2024,26R31201,Négociateur d'affaires (Titre Pro niv II - Léonard de Vinci),2,TH2-R,312,"Commerce, vente","Commerce, vente",19,Association pour le Développement de l'Alternance dans l'Enseignement Supérieur,20,CFA Léonard de Vinci,28,12,1,50,0922384S,Local du CFA,CFA Léonard-de-Vinci,12 avenue Léonard de Vinci,,,92026,92400,COURBEVOIE,28,21,,F,Féminin,E,Externe,1,France,37,Cadre administratif et commercial d'entreprise,A,Contrat d'apprentissage,61,2EME ANNEE BTS (en lycée),61,2EME ANNEE BTS (en lycée),94,94080,94300,VINCENNES,4666Z,92,92026,94
9/10/2024,50024238,Tapissier-tapissière d'ameublement en siège (CAP),5,CAP,242,Habillement (y compris mode et couture),"Travail et entretien des tissus, tapis et cuir",91,Chambre d'apprentissage des industries de l'ameublement,129,Ecole d'ameublement de PARIS,2,36,2,228,0751452W,Local du CFA,CFA Ecole d'ameublement de PARIS,200 bis boulevard Voltaire,,,75111,75011,PARIS,2,23,O,F,Féminin,E,Externe,2,Communauté Européenne,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,51,TERMINALE GENERALE (en lycée),73,1ERE ANNEE CAP OU AUTRE DIPLOME DE NIVEAU V (STATUT APPRENTISSAGE),59,59524,59184,SAINGHIN EN WEPPES,3109B,99,99999,0751452W
9/10/2024,13531010,"Entreprises, services : ingénierie de l'information, de la décision et des connaissances spé management des projets qualité dans les organisations (MASTER Marne la Vallée)",1,MASTER PRO,310,Spécialités plurivalentes des échanges et de la gestion (y compris administr. générale des entreprises et collectivités),Administration et management des entreprises,118,Association pour le Développement de la Formation Supérieure par Alternance,157,CFA Descartes de Marne la Vallée,127,12,1,1057,0772468P,Local du CFA,CFA Descartes de Marne la Vallée,4 - 6 allée Kepler -,Parc de la Haute Maison,,77083,77420,CHAMPS-SUR-MARNE,127,24,,F,Féminin,E,Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,61,2EME ANNEE BTS (en lycée),61,2EME ANNEE BTS (en lycée),44,44109,44000,NANTES,6419Z,92,92040,77
9/10/2024,26R31201,Négociateur d'affaires (Titre Pro niv II - Léonard de Vinci),2,TH2-R,312,"Commerce, vente","Commerce, vente",19,Association pour le Développement de l'Alternance dans l'Enseignement Supérieur,20,CFA Léonard de Vinci,26,12,1,50,0922384S,Local du CFA,CFA Léonard-de-Vinci,12 avenue Léonard de Vinci,,,92026,92400,COURBEVOIE,26,21,,M,Masculin,E,Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,95,2EME ANNEE BTS (STATUT APPRENTISSAGE),95,2EME ANNEE BTS (STATUT APPRENTISSAGE),92,92025,92700,COLOMBES,4651Z,75,75110,75
9/10/2024,35031201,Techniques de commercialisation (DUT),3,DUT,312,"Commerce, vente","Commerce, vente",118,Association pour le Développement de la Formation Supérieure par Alternance,157,CFA Descartes de Marne la Vallée,99,24,1,1057,0772468P,Local du CFA,CFA Descartes de Marne la Vallée,4 - 6 allée Kepler -,Parc de la Haute Maison,,77083,77420,CHAMPS-SUR-MARNE,99,19,,M,Masculin,E,Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,53,TERMINALE TECHNOLOGIQUE (en lycée),97,1ERE ANNEE DUT (STATUT APPRENTISSAGE),77,77390,77680,ROISSY-EN-BRIE,6110Z,93,93005,0772468P
9/10/2024,50031115,"Tri, acheminement et distribution du courrier (CAP)",5,CAP,311,"Transport, manutention, magasinage","Transport, logistique",216,FORMAPOSTE Ile de France,367,CFA des Métiers de la Poste en Ile de France,1,12,1,2078,0771880A,Convention L6231-3,Lycée Charles-Baudelaire,Boulevard Chevalier Bayard,,,77284,77100,MEAUX,1,24,,M,Masculin,E,Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,111,EMPLOI (Y COMPRIS CES),111,EMPLOI (Y COMPRIS CES),77,77284,77100,MEAUX,5310Z,77,77276,993
9/10/2024,1702550E,Ingénieur diplôme de l'institut supérieur d'électronique de Paris (ISTEP),1,ING,255,"Electricité, électronique (non compris automatismes, productique)","Électricité, électronique",58,Association ISEP Entreprises,81,CFA Institut Supérieur d'Electronique de Paris-Entreprises,1,24,2,510,0754811X,Local du CFA,CFA ISEP - Institut Supérieur d'Electronique de Paris,28 rue Notre-Dame des Champs,,,75106,75006,PARIS,1,22,N,M,Masculin,E,Externe,1,France,99,Non renseigné (inconnu ou sans objet),X,Contrat en cours d'enregistrement par la DDTE (ou autres services d'enregistrement),69,AUTRE SCOLARITE SUPERIEURE,69,AUTRE SCOLARITE SUPERIEURE,78,78361,78200,MANTES-LA-JOLIE,,,,75
9/10/2024,45031206,Fleuriste (BP),4,BP,312,"Commerce, vente","Commerce, vente",2,Chambre Syndicale des Fleuristes d'Ile de France,2,CFA de l'École des fleuristes de Paris,8,24,1,2,0750738V,Local du CFA,CFA de l'Ecole des Fleuristes de Paris,3 rue Hassard,,,75119,75019,PARIS,8,24,,F,Féminin,E,Externe,1,France,61,Ouvrier qualifié,A,Contrat d'apprentissage,111,EMPLOI (Y COMPRIS CES),75,2EME ANNEE CAP OU AUTRE DIPLOME DE NIVEAU V (STATUT APPRENTISSAGE),75,75119,75019,PARIS,4776Z,75,75106,0750738V
9/10/2024,45032202,Libraire (BP),4,BP,322,Techniques de l'imprimerie et de l'édition,"Imprimerie, édition, librairie",40,INFL - Institut National pour la Formation de la Librairie,42,CFA de la librairie et de la papeterie de détail,3,24,2,2021,0932330C,Local du CFA,CFA de la Librairie,Tour Orion,12-16 rue de Vincennes,,93048,93100,MONTREUIL,3,24,,F,Féminin,E,Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,67,1ER CYCLE UNIVERSITAIRE (DEUG...),85,1ERE ANNEE BP OU BM (STATUT APPRENTISSAGE),7,7055,7800,CHARMES SUR RHONE,4761Z,26,26362,93
9/10/2024,32025006,Industrialisation des produits mécaniques (BTS),3,BTS,250,Spécialités pluri-technologiques mécanique-électricité (y compris maintenance mécanique-électricité),Mécanique et électricité : conception et maintenance,84,Lycée Technique Public Dorian,119,CFA Public Dorian,12,24,1,2195,0752314H,Local du CFA,CFA Public Dorian - Philippe-Auguste,74 avenue Philippe-Auguste,,,75120,75014,PARIS,12,21,,M,Masculin,E,Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,59,1ERE ANNEE BTS (en lycée),59,1ERE ANNEE BTS (en lycée),95,95176,95240,CORMEILLES-EN-PARISIS,2562B,95,95018,95
9/10/2024,35032002,Services et réseaux de communication (DUT),3,DUT,320,Spécialités plurivalentes de la communication,Communication,118,Association pour le Développement de la Formation Supérieure par Alternance,157,CFA Descartes de Marne la Vallée,19,24,1,1057,0772468P,Local du CFA,CFA Descartes de Marne la Vallée,4 - 6 allée Kepler -,Parc de la Haute Maison,,77083,77420,CHAMPS-SUR-MARNE,19,19,,M,Masculin,E,Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,65,2EME ANNEE IUT,65,2EME ANNEE IUT,94,94079,94350,VILLIERS-SUR-MARNE,6120Z,94,94041,75
9/10/2024,40032402,Secrétariat (BAC PRO),4,BAC PRO,324,"Secrétariat, bureautique","Secrétariat, bureautique",205,Association Faculte des Metiers de l'Essonne,361,CFA de la Faculté des Métiers de l'Essonne,50,24,1,2020,0912267V,Local du CFA,CFA FDME - Site d'EVRY,3 Chemin de la Grange Feu Louis,,,91228,91000,EVRY,50,17,,F,Féminin,E,Externe,1,France,21,Artisan,A,Contrat d'apprentissage,39,TERMINALE DE BEP OU 2EME ANNEE CAP EN 2 ANS (en lycée),39,TERMINALE DE BEP OU 2EME ANNEE CAP EN 2 ANS (en lycée),91,91041,91630,AVRAINVILLE,8411Z,75,75114,78
9/10/2024,45033607,Esthétique cosmétique parfumerie (BP),4,BP,336,"Coiffure, esthétique, et autres spécialités des services aux personnes","Coiffure, esthétique",205,Association Faculte des Metiers de l'Essonne,361,CFA de la Faculté des Métiers de l'Essonne,94,24,2,2020,0912267V,Local du CFA,CFA FDME - Site d'EVRY,3 Chemin de la Grange Feu Louis,,,91228,91000,EVRY,94,18,,F,Féminin,E,Externe,1,France,52,Employé civil - agent service fonction publique,A,Contrat d'apprentissage,75,2EME ANNEE CAP OU AUTRE DIPLOME DE NIVEAU V (STATUT APPRENTISSAGE),85,1ERE ANNEE BP OU BM (STATUT APPRENTISSAGE),91,91376,91630,MAROLLES-EN-HUREPOIX,9602B,91,91223,0910846A
9/10/2024,50022131,Cuisine (CAP),5,CAP,221,"Agro-alimentaire, alimentation, cuisine","Agro-alimentaire, alimentation, cuisine",205,Association Faculte des Metiers de l'Essonne,361,CFA de la Faculté des Métiers de l'Essonne,1,24,2,2020,0912267V,Local du CFA,CFA FDME - Site d'EVRY,3 Chemin de la Grange Feu Louis,,,91228,91000,EVRY,1,18,,M,Masculin,E,Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,81,2EME ANNEE BEP (STATUT APPRENTISSAGE),73,1ERE ANNEE CAP OU AUTRE DIPLOME DE NIVEAU V (STATUT APPRENTISSAGE),91,91511,91740,PUSSAY,5610A,91,91511,0910846A
9/10/2024,56033202,Aide medico-psychologique (diplôme d'état),5,DIV-5,332,Travail social,"Santé, sanitaire et social",215,Institut National de Formation et d'Application (INFA),365,CFA de l'Institut National de Formation et d'Application,6,18,1,1554,0942217Z,Local du CFA,CFA  INFA,5 - 9 rue Anquetil,,,94052,94130,NOGENT-SUR-MARNE,6,18,N,F,Féminin,E,Externe,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,49,1ERE GENERALE OU TECHNOLOGIQUE (en lycée),49,1ERE GENERALE OU TECHNOLOGIQUE (en lycée),94,94003,94110,ARCUEIL,8710A,75,75120,2
9/10/2024,40023103,Technicien géomètre-topographe (BAC PRO),4,BAC PRO,231,"Mines et carrières, génie civile topographie",Travaux publics,84,Lycée Technique Public Dorian,119,CFA Public Dorian,13,24,2,2195,0752314H,Local du CFA,CFA Public Dorian - Philippe-Auguste,74 avenue Philippe-Auguste,,,75120,75014,PARIS,13,19,,M,Masculin,D,Demi-pensionnaire,1,France,99,Non renseigné (inconnu ou sans objet),A,Contrat d'apprentissage,39,TERMINALE DE BEP OU 2EME ANNEE CAP EN 2 ANS (en lycée),89,1ERE ANNEE BAC PRO OU BT (STATUT APPRENTISSAGE),95,95428,95160,MONTMORENCY,7112A,95,95197,0752314H
